trip_id,start_date,route_id,train_id,direction,current_stop_sequence,current_status,timestamp,stop_id,message_timestamp
115050_1..S03R,20200106,1,01 1910+ 242/SFT,3,27,1,1578358254,129S,1578359540
115450_1..S03R,20200106,1,01 1914+ 242/SFT,3,26,2,1578358294,128S,1578359540
115450_1..N03R,20200106,1,01 1914+ SFT/242,1,26,1,1578358247,115N,1578359540
115900_1..S03R,20200106,1,01 1919  242/SFT,3,23,1,1578358283,125S,1578359540
115900_1..N03R,20200106,1,01 1919  SFT/242,1,23,1,1578358268,118N,1578359540
116350_1..S03R,20200106,1,01 1923+ 242/SFT,3,20,0,1578358280,122S,1578359540
116350_1..N03R,20200106,1,01 1923+ SFT/242,1,22,2,1578358278,119N,1578359540
116700_1..S03R,20200106,1,01 1927  242/SFT,3,18,1,1578358294,120S,1578359540
116800_1..N03R,20200106,1,01 1928  SFT/242,1,16,1,1578358201,125N,1578359540
117250_1..S03R,20200106,1,01 1932+ 242/SFT,3,14,1,1578358267,116S,1578359540
117250_1..N03R,20200106,1,01 1932+ SFT/242,1,15,1,1578358249,126N,1578359540
117700_1..N03R,20200106,1,01 1937  SFT/242,1,13,1,1578358277,128N,1578359540
118150_1..S03R,20200106,1,01 1941+ 242/SFT,3,9,1,1578358274,111S,1578359540
118150_1..N03R,20200106,1,01 1941+ SFT/242,1,8,1,1578358274,133N,1578359540
118600_1..S03R,20200106,1,01 1946  242/SFT,3,5,1,1578358269,107S,1578359540
118600_1..N03R,20200106,1,01 1946  SFT/242,1,5,1,1578358250,136N,1578359540
119050_1..S03R,20200106,1,01 1950+ 242/SFT,3,2,1,1578358274,103S,1578359540
119050_1..N03R,20200106,1,01 1950+ SFT/242,1,2,0,1578358288,139N,1578359540
109500_2..N01R,20200106,2,02 1815  FLA/241,1,49,2,1578358286,201N,1578359540
110050_2..N01R,20200106,2,02 1820+ FLA/241,1,47,1,1578358258,205N,1578359540
110100_2..S01R,20200106,2,02 1821  241/FLA,3,48,1,1578358281,246S,1578359540
110550_2..N01R,20200106,2,02 1825+ FLA/241,1,44,2,1578358293,208N,1578359540
110800_2..S01R,20200106,2,02 1828  241/FLA,3,44,0,1578358291,242S,1578359540
111100_2..N01R,20200106,2,02 1831  FLA/241,1,39,1,1578357946,213N,1578359540
111550_2..S01R,20200106,2,02 1835+ 241/FLA,3,39,0,1578358291,236S,1578359540
111550_2..N01R,20200106,2,02 1835+ FLA/241,1,39,2,1578358264,213N,1578359540
112250_2..S01R,20200106,2,02 1842+ 241/FLA,3,35,2,1578358289,232S,1578359540
112450_2..N01R,20200106,2,02 1844+ FLA/241,1,35,0,1578358290,217N,1578359540
112950_2..S01R,20200106,2,02 1849+ 241/FLA,3,31,1,1578358288,228S,1578359540
113100_2..N01R,20200106,2,02 1851  FLA/241,1,31,2,1578358289,221N,1578359540
113500_2..S01R,20200106,2,02 1855  241/FLA,3,29,2,1578358294,132S,1578359540
113850_2..N01R,20200106,2,02 1858+ FLA/241,1,30,2,1578358290,222N,1578359540
114150_2..S01R,20200106,2,02 1901+ 241/FLA,3,27,1,1578358286,127S,1578359540
114700_2..N01R,20200106,2,02 1907  FLA/241,1,23,1,1578358288,127N,1578359540
114900_2..S01R,20200106,2,02 1909  241/FLA,3,25,2,1578358283,120S,1578359540
115300_2..N01R,20200106,2,02 1913  FLA/241,1,21,1,1578358258,132N,1578359540
115750_2..S01R,20200106,2,02 1917+ 241/FLA,3,21,1,1578358277,224S,1578359540
115900_2..N01R,20200106,2,02 1919  FLA/241,1,21,2,1578358293,132N,1578359540
116450_2..S01R,20200106,2,02 1924+ 241/FLA,3,18,1,1578358250,220S,1578359540
116500_2..N01R,20200106,2,02 1925  FLA/241,1,17,2,1578358279,230N,1578359540
117150_2..S01R,20200106,2,02 1931+ 241/FLA,3,15,0,1578358284,217S,1578359540
117300_2..N01R,20200106,2,02 1933  FLA/241,1,14,2,1578358289,233N,1578359540
117850_2..S01R,20200106,2,02 1938+ 241/FLA,3,8,1,1578358281,210S,1578359540
118050_2..N01R,20200106,2,02 1940+ FLA/241,1,9,1,1578358260,238N,1578359540
118550_2..S01R,20200106,2,02 1945+ 241/FLA,3,6,2,1578358287,208S,1578359540
118700_2..N01R,20200106,2,02 1947  FLA/241,1,6,2,1578358291,242N,1578359540
119250_2..S01R,20200106,2,02 1952+ 241/FLA,3,2,1,1578358285,204S,1578359540
119250_2..N01R,20200106,2,02 1952+ FLA/241,1,2,1,1578358274,246N,1578359540
112950_3..S01R,20200106,3,03 1849+ 148/NLT,3,33,1,1578358103,256S,1578359540
113100_3..N01R,20200106,3,03 1851  NLT/148,1,32,2,1578358289,224N,1578359540
113650_3..S01R,20200106,3,03 1856+ 148/NLT,3,27,1,1578358136,250S,1578359540
113950_3..N01R,20200106,3,03 1859+ NLT/148,1,30,1,1578358290,226N,1578359540
114450_3..S01R,20200106,3,03 1904+ 148/NLT,3,24,1,1578358294,239S,1578359540
114650_3..N01R,20200106,3,03 1906+ NLT/148,1,25,2,1578358290,128N,1578359540
115250_3..S01R,20200106,3,03 1912+ 148/NLT,3,19,1,1578358238,234S,1578359540
115550_3..N01R,20200106,3,03 1915+ NLT/148,1,20,1,1578358270,230N,1578359540
116050_3..S01R,20200106,3,03 1920+ 148/NLT,3,16,2,1578358293,231S,1578359540
116250_3..N01R,20200106,3,03 1922+ NLT/148,1,18,1,1578358274,232N,1578359540
116800_3..S01R,20200106,3,03 1928  148/NLT,3,12,0,1578358290,137S,1578359540
117050_3..N01R,20200106,3,03 1930+ NLT/148,1,14,1,1578358261,236N,1578359540
117450_3..S01R,20200106,3,03 1934+ 148/NLT,3,9,2,1578358282,127S,1578359540
117950_3..N01R,20200106,3,03 1939+ NLT/148,1,10,0,1578358282,248N,1578359540
118200_3..S01R,20200106,3,03 1942  148/NLT,3,7,1,1578358268,120S,1578359540
118750_3..N01R,20200106,3,03 1947+ NLT/148,1,5,1,1578358247,253N,1578359540
118900_3..S01R,20200106,3,03 1949  148/NLT,3,4,1,1578358288,225S,1578359540
112500_4..S06R,20200106,4,04 1845  WDL/UTI,3,27,1,1578358242,239S,1578359540
112950_4..N06R,20200106,4,04 1849+ UTI/WDL,1,27,1,1578358246,402N,1578359540
113100_4..S06R,20200106,4,04 1851  WDL/UTI,3,25,1,1578358250,234S,1578359540
113700_4..N06R,20200106,4,04 1857  UTI/WDL,1,21,0,1578358294,410N,1578359540
113700_4..S06R,20200106,4,04 1857  WDL/UTI,3,25,2,1578358283,234S,1578359540
114300_4..N,20200106,4,04 1903  UTI/WDL,1,15,1,1578358279,416N,1578359540
114300_4..S06R,20200106,4,04 1903  WDL/UTI,3,22,2,1578358294,419S,1578359540
114900_4..S06R,20200106,4,04 1909  WDL/UTI,3,20,1,1578358284,640S,1578359540
115500_4..S06R,20200106,4,04 1915  WDL/UTI,3,19,2,1578358288,635S,1578359540
115700_4..N06R,20200106,4,04 1917  UTI/WDL,1,13,2,1578358290,626N,1578359540
116100_4..S06R,20200106,4,04 1921  WDL/UTI,3,17,2,1578358292,629S,1578359540
116200_4..N06R,20200106,4,04 1922  UTI/WDL,1,12,1,1578358286,629N,1578359540
116700_4..S06R,20200106,4,04 1927  WDL/UTI,3,15,2,1578358288,621S,1578359540
116800_4..N43R,20200106,4,04 1928  UTI/BUR,1,10,2,1578358290,635N,1578359540
117250_4..S06R,20200106,4,04 1932+ WDL/UTI,3,13,2,1578358287,415S,1578359540
117550_4..N06R,20200106,4,04 1935+ UTI/WDL,1,6,1,1578358267,420N,1578359540
117850_4..S06R,20200106,4,04 1938+ WDL/UTI,3,9,1,1578358278,411S,1578359540
117950_4..N06R,20200106,4,04 1939+ UTI/WDL,1,5,1,1578358288,423N,1578359540
118550_4..S06R,20200106,4,04 1945+ WDL/UTI,3,3,2,1578358260,405S,1578359540
118950_4..N06R,20200106,4,04 1949+ UTI/WDL,1,2,2,1578358267,239N,1578359540
119350_4..N06R,20200106,4,04 1953+ UTI/WDL,1,1,1,1578358239,250N,1578359540
110700_5..N74R,20200106,5X,05 1827  FLA/DYR,1,29,2,1578358291,501N,1578359540
110800_5..S03R,20200106,5,05 1828  DYR/FLA,3,36,2,1578358291,247S,1578359540
111350_5..N74R,20200106,5X,05 1833+ FLA/DYR,1,26,1,1578358226,504N,1578359540
111500_5..S03R,20200106,5,05 1835  DYR/FLA,3,30,2,1578358294,241S,1578359540
112200_5..N74R,20200106,5X,05 1842  FLA/DYR,1,25,2,1578358286,505N,1578359540
112500_5..S03R,20200106,5,05 1845  DYR/FLA,3,29,2,1578358288,239S,1578359540
113200_5..S03R,20200106,5,05 1852  DYR/FLA,3,26,2,1578358290,423S,1578359540
113300_5..N74R,20200106,5X,05 1853  FLA/DYR,1,24,2,1578358287,213N,1578359540
114200_5..S03R,20200106,5,05 1902  DYR/FLA,3,22,2,1578358293,640S,1578359540
114550_5..N71R,20200106,5,05 1905+ FLA/DYR,1,21,2,1578358286,416N,1578359540
114850_5..S07R,20200106,5,05 1908+ DYR/UTI,3,20,1,1578358285,631S,1578359540
115600_5..S07R,20200106,5,05 1916  DYR/UTI,3,18,2,1578358282,626S,1578359540
115700_5..N71R,20200106,5,05 1917  FLA/DYR,1,17,1,1578358268,631N,1578359540
116300_5..N71R,20200106,5,05 1923  FLA/DYR,1,15,1,1578358270,640N,1578359540
116650_5..S07R,20200106,5,05 1926+ DYR/UTI,3,16,2,1578358287,416S,1578359540
117500_5..N71R,20200106,5,05 1935  FLA/DYR,1,9,1,1578358270,235N,1578359540
117850_5..S07R,20200106,5,05 1938+ DYR/UTI,3,8,2,1578358280,215S,1578359540
118300_5..N71R,20200106,5,05 1943  FLA/DYR,1,8,2,1578358280,239N,1578359540
118800_5..S08R,20200106,5,05 1948  DYR/BWG,3,3,1,1578358284,503S,1578359540
118900_5..N71R,20200106,5,05 1949  FLA/DYR,1,3,1,1578358261,245N,1578359540
113600_6..N01R,20200106,6,06 1856  BBR/PEL,1,35,0,1578358290,604N,1578359540
113900_6..S01R,20200106,6,06 1859  PEL/BBR,3,32,1,1578358266,634S,1578359540
114000_6..N02R,20200106,6X,06 1900  BBR/PEL,1,24,2,1578358290,607N,1578359540
114400_6..S03R,20200106,6,06 1904  177/BBR,3,29,1,1578358251,637S,1578359540
114400_6..N03R,20200106,6,06 1904  BBR/177,1,29,1,1578358253,611N,1578359540
114600_6..S01R,20200106,6,06 1906  PEL/BBR,3,29,2,1578358286,631S,1578359540
114800_6..N02R,20200106,6X,06 1908  BBR/PEL,1,23,2,1578358278,608N,1578359540
115100_6..S01R,20200106,6,06 1911  PEL/BBR,3,25,1,1578358254,627S,1578359540
115300_6..S03R,20200106,6,06 1913  177/BBR,3,24,1,1578358293,632S,1578359540
115600_6..N03R,20200106,6,06 1916  BBR/177,1,22,1,1578358252,618N,1578359540
115800_6..N01R,20200106,6,06 1918  BBR/PEL,1,21,1,1578358283,619N,1578359540
116100_6..S01R,20200106,6,06 1921  PEL/BBR,3,19,1,1578358252,621S,1578359540
116400_6..N01R,20200106,6,06 1924  BBR/PEL,1,20,2,1578358288,621N,1578359540
116600_6..S01R,20200106,6,06 1926  PEL/BBR,3,18,2,1578358286,619S,1578359540
116750_6..S03R,20200106,6,06 1927+ 177/BBR,3,16,1,1578358270,624S,1578359540
116800_6..N02R,20200106,6X,06 1928  BBR/PEL,1,17,2,1578358292,624N,1578359540
117100_6..S01R,20200106,6,06 1931  PEL/BBR,3,13,1,1578358275,614S,1578359540
117200_6..N01R,20200106,6,06 1932  BBR/PEL,1,14,1,1578358253,627N,1578359540
117600_6..N01R,20200106,6,06 1936  BBR/PEL,1,11,1,1578358241,630N,1578359540
117700_6..S01R,20200106,6,06 1937  PEL/BBR,3,11,1,1578358224,612S,1578359540
118000_6..N02R,20200106,6X,06 1940  BBR/PEL,1,9,1,1578358248,632N,1578359540
118100_6..S01R,20200106,6,06 1941  PEL/BBR,3,8,2,1578358282,609S,1578359540
118450_6..N01R,20200106,6,06 1944+ BBR/PEL,1,7,2,1578358289,634N,1578359540
118650_6..S01R,20200106,6,06 1946+ PEL/BBR,3,5,1,1578358282,606S,1578359540
118900_6..N02R,20200106,6X,06 1949  BBR/PEL,1,3,1,1578358283,638N,1578359540
119350_6..N03R,20200106,6,06 1953+ BBR/177,1,1,1,1578358198,640N,1578359540
119000_GS.S04R,20200106,GS,0S 1950  TSS/GCS,3,2,0,1578358286,901S,1578359540
111000_1..N03R,20200106,1,01 1830  SFT/242,1,37,1,1578356897,103N,1578359540
111400_1..N03R,20200106,1,01 1834  SFT/242,1,36,1,1578356898,104N,1578359540
111800_1..N03R,20200106,1,01 1838  SFT/242,1,35,1,1578357117,106N,1578359540
113850_1..S03R,20200106,1,01 1858+ 242/SFT,3,37,1,1578358306,139S,1578359540
114200_1..N03R,20200106,1,01 1902  SFT/242,1,32,1,1578358318,109N,1578359540
114250_1..S03R,20200106,1,01 1902+ 242/SFT,3,34,1,1578358321,136S,1578359540
114650_1..S03R,20200106,1,01 1906+ 242/SFT,3,29,1,1578358281,131S,1578359540
114800_1..N03R,20200106,1,01 1908  SFT/242,1,28,1,1578358314,113N,1578359540
115050_1..S03R,20200106,1,01 1910+ 242/SFT,3,28,1,1578358319,130S,1578359540
115450_1..S03R,20200106,1,01 1914+ 242/SFT,3,26,1,1578358306,128S,1578359540
115450_1..N03R,20200106,1,01 1914+ SFT/242,1,26,1,1578358247,115N,1578359540
115900_1..S03R,20200106,1,01 1919  242/SFT,3,23,1,1578358283,125S,1578359540
115900_1..N03R,20200106,1,01 1919  SFT/242,1,24,2,1578358313,117N,1578359540
116350_1..S03R,20200106,1,01 1923+ 242/SFT,3,20,1,1578358318,122S,1578359540
116350_1..N03R,20200106,1,01 1923+ SFT/242,1,22,0,1578358324,119N,1578359540
116700_1..S03R,20200106,1,01 1927  242/SFT,3,18,1,1578358294,120S,1578359540
116800_1..N03R,20200106,1,01 1928  SFT/242,1,16,1,1578358201,125N,1578359540
117250_1..S03R,20200106,1,01 1932+ 242/SFT,3,15,2,1578358317,117S,1578359540
117250_1..N03R,20200106,1,01 1932+ SFT/242,1,16,2,1578358300,125N,1578359540
117700_1..N03R,20200106,1,01 1937  SFT/242,1,13,1,1578358277,128N,1578359540
118150_1..S03R,20200106,1,01 1941+ 242/SFT,3,9,1,1578358274,111S,1578359540
118150_1..N03R,20200106,1,01 1941+ SFT/242,1,9,2,1578358316,132N,1578359540
118600_1..S03R,20200106,1,01 1946  242/SFT,3,6,2,1578358320,108S,1578359540
118600_1..N03R,20200106,1,01 1946  SFT/242,1,6,1,1578358316,135N,1578359540
119050_1..S03R,20200106,1,01 1950+ 242/SFT,3,2,1,1578358274,103S,1578359540
119050_1..N03R,20200106,1,01 1950+ SFT/242,1,2,1,1578358295,139N,1578359540
113600_1..N,20200106,1,=1 1856  SFT/242,1,34,2,1578358323,101N,1578359540
109500_2..N01R,20200106,2,02 1815  FLA/241,1,49,0,1578358322,201N,1578359540
110050_2..N01R,20200106,2,02 1820+ FLA/241,1,48,2,1578358319,204N,1578359540
110100_2..S01R,20200106,2,02 1821  241/FLA,3,48,1,1578358281,246S,1578359540
110550_2..N01R,20200106,2,02 1825+ FLA/241,1,44,1,1578358321,208N,1578359540
110800_2..S01R,20200106,2,02 1828  241/FLA,3,44,1,1578358314,242S,1578359540
111100_2..N01R,20200106,2,02 1831  FLA/241,1,39,1,1578357946,213N,1578359540
111550_2..S01R,20200106,2,02 1835+ 241/FLA,3,39,1,1578358310,236S,1578359540
111550_2..N01R,20200106,2,02 1835+ FLA/241,1,39,2,1578358264,213N,1578359540
112250_2..S01R,20200106,2,02 1842+ 241/FLA,3,35,0,1578358322,232S,1578359540
112450_2..N01R,20200106,2,02 1844+ FLA/241,1,35,1,1578358295,217N,1578359540
112950_2..S01R,20200106,2,02 1849+ 241/FLA,3,31,1,1578358288,228S,1578359540
113100_2..N01R,20200106,2,02 1851  FLA/241,1,31,1,1578358319,221N,1578359540
113500_2..S01R,20200106,2,02 1855  241/FLA,3,29,2,1578358322,132S,1578359540
113850_2..N01R,20200106,2,02 1858+ FLA/241,1,30,0,1578358318,222N,1578359540
114150_2..S01R,20200106,2,02 1901+ 241/FLA,3,27,1,1578358286,127S,1578359540
114700_2..N01R,20200106,2,02 1907  FLA/241,1,23,1,1578358288,127N,1578359540
114900_2..S01R,20200106,2,02 1909  241/FLA,3,25,2,1578358315,120S,1578359540
115300_2..N01R,20200106,2,02 1913  FLA/241,1,22,2,1578358323,128N,1578359540
115750_2..S01R,20200106,2,02 1917+ 241/FLA,3,21,1,1578358277,224S,1578359540
115900_2..N01R,20200106,2,02 1919  FLA/241,1,21,2,1578358319,132N,1578359540
116450_2..S01R,20200106,2,02 1924+ 241/FLA,3,19,2,1578358324,221S,1578359540
116500_2..N01R,20200106,2,02 1925  FLA/241,1,17,2,1578358323,230N,1578359540
117150_2..S01R,20200106,2,02 1931+ 241/FLA,3,15,1,1578358301,217S,1578359540
117300_2..N01R,20200106,2,02 1933  FLA/241,1,14,1,1578358299,233N,1578359540
117850_2..S01R,20200106,2,02 1938+ 241/FLA,3,8,1,1578358281,210S,1578359540
118050_2..N01R,20200106,2,02 1940+ FLA/241,1,10,2,1578358322,237N,1578359540
118550_2..S01R,20200106,2,02 1945+ 241/FLA,3,6,1,1578358323,208S,1578359540
118700_2..N01R,20200106,2,02 1947  FLA/241,1,6,0,1578358324,242N,1578359540
119250_2..S01R,20200106,2,02 1952+ 241/FLA,3,2,1,1578358285,204S,1578359540
119250_2..N01R,20200106,2,02 1952+ FLA/241,1,2,1,1578358274,246N,1578359540
112950_3..S01R,20200106,3,03 1849+ 148/NLT,3,33,1,1578358103,256S,1578359540
113100_3..N01R,20200106,3,03 1851  NLT/148,1,32,2,1578358317,224N,1578359540
113650_3..S01R,20200106,3,03 1856+ 148/NLT,3,27,1,1578358136,250S,1578359540
113950_3..N01R,20200106,3,03 1859+ NLT/148,1,30,1,1578358290,226N,1578359540
114450_3..S01R,20200106,3,03 1904+ 148/NLT,3,24,1,1578358294,239S,1578359540
114650_3..N01R,20200106,3,03 1906+ NLT/148,1,25,1,1578358309,128N,1578359540
115250_3..S01R,20200106,3,03 1912+ 148/NLT,3,20,2,1578358324,235S,1578359540
115550_3..N01R,20200106,3,03 1915+ NLT/148,1,20,1,1578358270,230N,1578359540
116050_3..S01R,20200106,3,03 1920+ 148/NLT,3,16,2,1578358324,231S,1578359540
116250_3..N01R,20200106,3,03 1922+ NLT/148,1,18,1,1578358274,232N,1578359540
116800_3..S01R,20200106,3,03 1928  148/NLT,3,12,1,1578358298,137S,1578359540
117050_3..N01R,20200106,3,03 1930+ NLT/148,1,15,2,1578358322,235N,1578359540
117450_3..S01R,20200106,3,03 1934+ 148/NLT,3,9,2,1578358312,127S,1578359540
117950_3..N01R,20200106,3,03 1939+ NLT/148,1,10,1,1578358300,248N,1578359540
118200_3..S01R,20200106,3,03 1942  148/NLT,3,7,1,1578358268,120S,1578359540
118750_3..N01R,20200106,3,03 1947+ NLT/148,1,6,0,1578358320,252N,1578359540
118900_3..S01R,20200106,3,03 1949  148/NLT,3,4,1,1578358288,225S,1578359540
112500_4..S06R,20200106,4,04 1845  WDL/UTI,3,27,1,1578358242,239S,1578359540
112950_4..N06R,20200106,4,04 1849+ UTI/WDL,1,28,2,1578358309,401N,1578359540
113100_4..S06R,20200106,4,04 1851  WDL/UTI,3,26,2,1578358315,235S,1578359540
113700_4..N06R,20200106,4,04 1857  UTI/WDL,1,21,1,1578358299,410N,1578359540
113700_4..S06R,20200106,4,04 1857  WDL/UTI,3,25,2,1578358308,234S,1578359540
114300_4..N,20200106,4,04 1903  UTI/WDL,1,15,1,1578358279,416N,1578359540
114300_4..S06R,20200106,4,04 1903  WDL/UTI,3,22,1,1578358309,419S,1578359540
114900_4..S06R,20200106,4,04 1909  WDL/UTI,3,20,1,1578358284,640S,1578359540
115500_4..S06R,20200106,4,04 1915  WDL/UTI,3,19,2,1578358317,635S,1578359540
115700_4..N06R,20200106,4,04 1917  UTI/WDL,1,13,2,1578358324,626N,1578359540
116100_4..S06R,20200106,4,04 1921  WDL/UTI,3,17,0,1578358314,629S,1578359540
116200_4..N06R,20200106,4,04 1922  UTI/WDL,1,12,1,1578358286,629N,1578359540
116700_4..S06R,20200106,4,04 1927  WDL/UTI,3,15,2,1578358323,621S,1578359540
116800_4..N43R,20200106,4,04 1928  UTI/BUR,1,10,1,1578358315,635N,1578359540
117250_4..S06R,20200106,4,04 1932+ WDL/UTI,3,13,2,1578358311,415S,1578359540
117550_4..N06R,20200106,4,04 1935+ UTI/WDL,1,7,0,1578358323,419N,1578359540
117850_4..S06R,20200106,4,04 1938+ WDL/UTI,3,9,1,1578358278,411S,1578359540
117950_4..N06R,20200106,4,04 1939+ UTI/WDL,1,5,1,1578358288,423N,1578359540
118550_4..S06R,20200106,4,04 1945+ WDL/UTI,3,3,2,1578358316,405S,1578359540
118950_4..N06R,20200106,4,04 1949+ UTI/WDL,1,2,2,1578358267,239N,1578359540
119350_4..N06R,20200106,4,04 1953+ UTI/WDL,1,1,1,1578358239,250N,1578359540
110700_5..N74R,20200106,5X,05 1827  FLA/DYR,1,29,2,1578358316,501N,1578359540
110800_5..S03R,20200106,5,05 1828  DYR/FLA,3,36,1,1578358320,247S,1578359540
111350_5..N74R,20200106,5X,05 1833+ FLA/DYR,1,26,1,1578358226,504N,1578359540
111500_5..S03R,20200106,5,05 1835  DYR/FLA,3,30,2,1578358308,241S,1578359540
112200_5..N74R,20200106,5X,05 1842  FLA/DYR,1,25,2,1578358300,505N,1578359540
112500_5..S03R,20200106,5,05 1845  DYR/FLA,3,29,2,1578358310,239S,1578359540
113200_5..S03R,20200106,5,05 1852  DYR/FLA,3,26,2,1578358324,423S,1578359540
113300_5..N74R,20200106,5X,05 1853  FLA/DYR,1,24,2,1578358320,213N,1578359540
114200_5..S03R,20200106,5,05 1902  DYR/FLA,3,22,2,1578358322,640S,1578359540
114550_5..N71R,20200106,5,05 1905+ FLA/DYR,1,21,2,1578358318,416N,1578359540
114850_5..S07R,20200106,5,05 1908+ DYR/UTI,3,20,1,1578358285,631S,1578359540
115600_5..S07R,20200106,5,05 1916  DYR/UTI,3,18,2,1578358315,626S,1578359540
115700_5..N71R,20200106,5,05 1917  FLA/DYR,1,17,1,1578358268,631N,1578359540
116300_5..N71R,20200106,5,05 1923  FLA/DYR,1,15,1,1578358270,640N,1578359540
116650_5..S07R,20200106,5,05 1926+ DYR/UTI,3,16,1,1578358315,416S,1578359540
117500_5..N71R,20200106,5,05 1935  FLA/DYR,1,9,1,1578358270,235N,1578359540
117850_5..S07R,20200106,5,05 1938+ DYR/UTI,3,8,1,1578358320,215S,1578359540
118300_5..N71R,20200106,5,05 1943  FLA/DYR,1,8,2,1578358318,239N,1578359540
118800_5..S08R,20200106,5,05 1948  DYR/BWG,3,4,2,1578358323,504S,1578359540
118900_5..N71R,20200106,5,05 1949  FLA/DYR,1,4,2,1578358318,244N,1578359540
113600_6..N01R,20200106,6,06 1856  BBR/PEL,1,35,1,1578358322,604N,1578359540
113900_6..S01R,20200106,6,06 1859  PEL/BBR,3,33,2,1578358318,635S,1578359540
114000_6..N02R,20200106,6X,06 1900  BBR/PEL,1,24,2,1578358314,607N,1578359540
114400_6..S03R,20200106,6,06 1904  177/BBR,3,30,0,1578358323,638S,1578359540
114400_6..N03R,20200106,6,06 1904  BBR/177,1,30,0,1578358322,610N,1578359540
114600_6..S01R,20200106,6,06 1906  PEL/BBR,3,29,0,1578358314,631S,1578359540
114800_6..N02R,20200106,6X,06 1908  BBR/PEL,1,23,2,1578358322,608N,1578359540
115100_6..S01R,20200106,6,06 1911  PEL/BBR,3,26,2,1578358301,628S,1578359540
115300_6..S03R,20200106,6,06 1913  177/BBR,3,24,1,1578358293,632S,1578359540
115600_6..N03R,20200106,6,06 1916  BBR/177,1,23,0,1578358317,617N,1578359540
115800_6..N01R,20200106,6,06 1918  BBR/PEL,1,21,1,1578358283,619N,1578359540
116100_6..S01R,20200106,6,06 1921  PEL/BBR,3,20,2,1578358324,622S,1578359540
116400_6..N01R,20200106,6,06 1924  BBR/PEL,1,20,0,1578358323,621N,1578359540
116600_6..S01R,20200106,6,06 1926  PEL/BBR,3,18,0,1578358322,619S,1578359540
116750_6..S03R,20200106,6,06 1927+ 177/BBR,3,17,0,1578358319,625S,1578359540
116800_6..N02R,20200106,6X,06 1928  BBR/PEL,1,17,1,1578358324,624N,1578359540
117100_6..S01R,20200106,6,06 1931  PEL/BBR,3,14,2,1578358316,615S,1578359540
117200_6..N01R,20200106,6,06 1932  BBR/PEL,1,15,2,1578358303,626N,1578359540
117600_6..N01R,20200106,6,06 1936  BBR/PEL,1,12,2,1578358311,629N,1578359540
117700_6..S01R,20200106,6,06 1937  PEL/BBR,3,12,2,1578358322,613S,1578359540
118000_6..N02R,20200106,6X,06 1940  BBR/PEL,1,10,2,1578358317,631N,1578359540
118100_6..S01R,20200106,6,06 1941  PEL/BBR,3,8,1,1578358320,609S,1578359540
118450_6..N01R,20200106,6,06 1944+ BBR/PEL,1,7,0,1578358314,634N,1578359540
118650_6..S01R,20200106,6,06 1946+ PEL/BBR,3,5,1,1578358282,606S,1578359540
118900_6..N02R,20200106,6X,06 1949  BBR/PEL,1,3,1,1578358283,638N,1578359540
119350_6..N03R,20200106,6,06 1953+ BBR/177,1,1,1,1578358198,640N,1578359540
111000_1..N03R,20200106,1,01 1830  SFT/242,1,37,1,1578356897,103N,1578359540
111400_1..N03R,20200106,1,01 1834  SFT/242,1,36,1,1578356898,104N,1578359540
111800_1..N03R,20200106,1,01 1838  SFT/242,1,35,1,1578357117,106N,1578359540
113850_1..S03R,20200106,1,01 1858+ 242/SFT,3,38,2,1578358352,142S,1578359540
114200_1..N03R,20200106,1,01 1902  SFT/242,1,32,1,1578358318,109N,1578359540
114250_1..S03R,20200106,1,01 1902+ 242/SFT,3,34,1,1578358321,136S,1578359540
